NAME,SIMBADNAME,SIMBADURL,DATE,MASS,R,BMV,MSTAR,RSTAR,TEFF,A,PER,ECC,DIST,NCOMP,PLANETDISCMETH
Kepler-159 c,Kepler-159,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-159,2014,0.0351084,0.30422,,,0.663,4625,0.242421,43.595792,,,2,Transit
Kepler-39 b,KOI-423,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-423,2011,18.1805,1.22,,1.1,1.39,6260,0.155007,21.0874,0.121,1200.05,1,Transit
14 And b,14 And,http://simbad.harvard.edu/simbad/sim-id?Ident=14+And,2008,4.68383,,1.029,2.15,11.38,4813,0.823151,185.84,0,79.1766,1,RV
Kepler-215 b,Kepler-215,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-215,2014,0.0120479,0.144527,,,1.027,5739,0.086925,9.360672,,,4,Transit
Kepler-294 b,Kepler-294,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-294,2014,0.0130508,0.157909,,,0.976,5913,0.0468277,3.701212,,,2,Transit
WASP-88 b,WASP-88,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-88,2014,0.563545,1.7,,1.45,2.08,6430,0.0643804,4.954,0,,1,Transit
Kepler-29 b,Kepler-29,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-29,2011,0.0397121,0.320884,,1,0.96,5750,0.0928723,10.3376,0,,2,Transit
Kepler-24 b,Kepler-24,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-24,2011,0.0185071,0.213923,,1.03,1.07,5800,0.0800144,8.14561,0,,4,Transit
Kepler-306 b,Kepler-306,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-306,2014,0.0123086,0.135605,,,0.719,4954,0.0544926,4.646186,,,4,Transit
Kepler-83 b,Kepler-83,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-83,2012,0.0240196,0.252,,0.66,0.61,4648,0.0778725,9.77,,,3,Transit
81 Cet b,81 Cet,http://simbad.harvard.edu/simbad/sim-id?Ident=81+Cet,2008,4.31096,,1.021,1.74,15.7275,4845,2.28088,952.7,0.206,100.908,1,RV
CoRoT-3 b,CoRoT-Exo-3,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-3,2008,21.8549,1.01,0.907,1.37,1.56,6740,0.0573788,4.2568,0,833.333,1,Transit
Kepler-377 b,Kepler-377,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-377,2014,0.00915403,0.124008,,,1.224,5949,0.105463,12.509529,,,2,Transit
Kepler-126 d,Kepler-126,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-126,2014,0.0196646,0.223035,,,1.358,6239,0.422434,100.283134,,,3,Transit
HAT-P-38 b,HAT-P-38,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-38,2012,0.267569,0.825,0.54,0.886,0.923,5330,0.0522992,4.640382,0.067,249.339,1,Transit
Kepler-18 d,Kepler-18,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-18,2011,0.0516,0.622714,,0.972,1.108,5383,0.117171,14.85888,0.000521567,,3,Transit
Kepler-380 b,Kepler-380,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-380,2014,0.00538981,0.106165,,,1.224,6045,0.0487448,3.930821,,,2,Transit
Kepler-132 d,Kepler-132,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-132,2014,0.011604,0.138282,,,1.178,6003,0.134468,18.010199,,,3,Transit
Kepler-228 b,Kepler-228,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-228,2014,0.0125754,0.136497,,,1.014,6043,0.0366865,2.566546,,,3,Transit
mu Ara e,mu Ara,http://simbad.harvard.edu/simbad/sim-id?Ident=mu+Ara,2007,0.543322,,0.694,1.147,1.25035,5784.28,0.93961,310.54999,0.0666,15.5111,4,RV
Kepler-97 b,KOI-292,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-292,2014,0.0106941,0.132037,,0.94,0.98,5779,0.036125,2.58664,0,,1,Transit
WASP-96 b,WASP-96,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-96,2013,0.48,1.2,,1.06,1.05,5540,0.0453489,3.4252602,0,,1,Transit
Kepler-139 b,Kepler-139,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-139,2014,0.0258466,0.262289,,,1.3,5594,0.123078,15.771044,,,2,Transit
Kepler-375 b,Kepler-375,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-375,2014,0.010538,0.12936,,,0.837,5826,0.103296,12.125934,,,2,Transit
HD 136118 b,HD 136118,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+136118,2002,11.6809,,0.553,1.191,1.75082,6097.41,2.33328,1187.3,0.338,46.5766,1,RV
Kepler-182 b,Kepler-182,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-182,2014,0.0206381,0.230172,,,1.146,6250,0.0897811,9.825792,,,2,Transit
HD 6434 b,HD 6434,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+6434,2004,0.397195,,0.613,0.79,0.80278,5835,0.142061,21.997999,0.17,41.3736,1,RV
HD 5319 b,HD 5319,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+5319,2007,1.76545,,0.99,1.51,3.85,4958,1.6698,641,0.02,114,2,RV
Kepler-306 e,Kepler-306,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-306,2014,0.0171819,0.202516,,,0.719,4954,0.247015,44.840975,,,4,Transit
Kepler-253 b,Kepler-253,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-253,2014,0.0121124,0.145419,,,0.786,5208,0.0475233,3.783986,,,3,Transit
Kepler-259 b,Kepler-259,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-259,2014,0.0236491,0.249799,,,0.898,5938,0.0790333,8.115317,,,2,Transit
HD 231701 b,HD 231701,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+231701,2007,1.08667,,0.539,1.14,1.24116,6208,0.555583,141.60001,0.1,118.483,1,RV
PH-2 b,KOI-3663,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-3663,2013,0.488198,0.902041,,0.94,1,5629,0.825444,282.5255,0.41,,1,Transit
CoRoT-18 b,CoRoT-18,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-18,2011,3.48652,1.31,0.79,0.95,1,5440,0.0295483,1.9000693,0.04,869.996,1,Transit
Kepler-203 d,Kepler-203,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-203,2014,0.0102988,0.128468,,,1.114,5821,0.0987232,11.32972,,,3,Transit
HD 75898 b,HD 75898,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+75898,2007,2.51504,,0.626,1.28,1.54576,6021,1.18906,418.20001,0.1,75.7576,1,RV
Kepler-224 b,Kepler-224,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-224,2014,0.00915403,0.124008,,,0.676,5018,0.0419025,3.132924,,,4,Transit
Kepler-205 b,Kepler-205,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-205,2014,0.0120453,0.134713,,,0.546,4321,0.038467,2.75564,,,2,Transit
KOI-4427 b,KOI-4427,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-4427,2010,0.0135484,0.164155,,0.526,0.505,3813,0.441345,147.6606,0,240,1,Transit
KIC 11442793 g,2MASS J18574403+4918185,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J18574403%2B4918185,2013,0.217563,0.723,,1.2,1.2,6080,0.736177,210.60697,,780,7,Transit
GJ 1214 b,GJ 1214,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+1214,2009,0.0203507,0.2389,1.73,0.157,0.211,3026,0.0143253,1.58040482,0,12.9534,1,Transit
Kepler-268 c,Kepler-268,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-268,2014,0.0344212,0.301543,,,1.274,6081,0.373719,83.446393,,,2,Transit
Kepler-135 c,Kepler-135,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-135,2014,0.00493175,0.103488,,,1.275,6090,0.0994132,11.448708,,,2,Transit
Kepler-265 c,Kepler-265,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-265,2014,0.0212781,0.234633,,,1.103,5835,0.129538,17.028937,,,4,Transit
16 Cyg B b,16 Cyg B,http://simbad.harvard.edu/simbad/sim-id?Ident=16+Cyg+B,1997,1.63997,,0.661,0.956,1.1176,5674.41,1.66027,798.5,0.681,21.2134,1,RV
HAT-P-25 b,HAT-P-25,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-25,2012,0.567181,1.19,0.97,1.01,0.959,5500,0.0465813,3.652836,0.032,297,1,Transit
Kepler-341 e,Kepler-341,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-341,2014,0.014692,0.177536,,,1.024,6012,0.238241,42.473269,,,4,Transit
HD 213240 b,HD 213240,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+213240,2001,4.53249,,0.603,1.143,1.3947,5967.95,1.88529,882.7,0.421,40.6339,1,RV
HAT-P-45 b,HAT-P-45,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-45,2014,0.892,1.426,0.91,1.259,1.319,6330,0.0452185,3.128992,0.049,305,1,Transit
Kepler-399 b,Kepler-399,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-399,2014,0.00252018,0.0856455,,,0.68,5502,0.115973,14.425281,,,3,Transit
Kepler-341 c,Kepler-341,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-341,2014,0.012573,0.151664,,,1.024,6012,0.0783507,8.01041,,,4,Transit
Kepler-265 d,Kepler-265,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-265,2014,0.0195472,0.222143,,,1.103,5835,0.240693,43.130617,,,4,Transit
Kepler-243 c,Kepler-243,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-243,2014,0.014692,0.177536,,,0.842,5228,0.144324,20.026218,,,2,Transit
HD 12661 b,HD 12661,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+12661,2001,2.3408,,0.71,1.136,1.06782,5742.75,0.838172,262.70861,0.376834,34.9528,2,RV
Kepler-9 c,Kepler-9,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-9,2010,0.168671,0.823,,1,1.1,,0.22473,38.90861,0.132575,,3,Transit
HD 74156 c,HD 74156,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+74156,2004,8.24664,,0.585,1.238,1.345,6067.98,3.8997,2520,0.38,64.433,2,RV
Kepler-165 c,Kepler-165,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-165,2014,0.0167934,0.198947,,,0.77,5211,0.120683,15.31299,,,2,Transit
Kepler-326 d,Kepler-326,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-326,2014,0.0057099,0.107949,,,0.801,5105,0.0700163,6.766888,,,3,Transit
HD 20794 c,HD 20794,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+20794,2011,0.00743617,,0.711,0.7,1.22683,5401,0.203628,40.114,0,6.05987,3,RV
Kepler-31 c,Kepler-31,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-31,2011,0.0577969,0.374365,,1.21,1.22,6340,0.254502,42.6318,0,,3,Transit
Kepler-82 b,Kepler-82,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-82,2012,0.0517963,0.357,,0.85,0.9,5512,0.16455,26.444,,,4,Transit
Kepler-306 c,Kepler-306,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-306,2014,0.0179955,0.209653,,,0.719,4954,0.0732442,7.240193,,,4,Transit
Kepler-85 e,Kepler-85,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-85,2014,0.00674351,0.113302,,,0.893,5436,0.168293,25.216751,,,4,Transit
HD 38801 b,HD 38801,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+38801,2010,10.0105,,0.85,1.22,2.24501,5314,1.6471,696.3,0,90.7441,1,RV
HD 132563 B b,HD 132563,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+132563,2011,1.49247,,0.56,1.01,,5985,2.62431,1544,0.22,96.0615,1,RV
Kepler-390 c,Kepler-390,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-390,2014,0.00126334,0.0704791,,,0.776,5166,0.108535,13.060022,,,2,Transit
Kepler-61 b,Kepler-61,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-61,2011,0.0160339,0.191639,,0.635,0.62,4017,0.257458,59.87756,0,,1,Transit
GJ 667 C c,GJ 667 C,http://simbad.harvard.edu/simbad/sim-id?Ident=GJ+667+C,2011,0.0130687,,1.57,0.33,,3350,0.125003,28.1,0.27,7.23589,2,RV
HD 207832 c,HD 207832,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+207832,2012,0.730294,,0.69,0.94,0.901,5710,2.1118,1155.7,0.27,54.4366,2,RV
Kepler-80 b,Kepler-80,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-80,2012,0.0222358,0.241,,0.72,0.65,4613,0.0645109,7.053,,,4,Transit
Kepler-272 d,Kepler-272,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-272,2014,0.0169862,0.200732,,,0.929,5297,0.0964303,10.937304,,,3,Transit
Kepler-44 b,2MASS J20002456+4545437,http://simbad.harvard.edu/simbad/sim-id?Ident=2MASS+J20002456%2B4545437,2011,1.02109,1.24,,1.19,1.52,5757,0.0454854,3.24674,0,2250.02,1,Transit
HD 5891 b,HD 5891,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+5891,2011,5.22845,,0.99,1.09,11.8348,4825,0.636168,177.11,0.066,251,1,RV
Kepler-292 b,Kepler-292,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-292,2014,0.00769114,0.117763,,,0.826,5299,0.0368224,2.580827,,,5,Transit
Kepler-228 d,Kepler-228,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-228,2014,0.0531048,0.360425,,,1.014,6043,0.0973508,11.094286,,,3,Transit
Kepler-140 b,Kepler-140,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-140,2014,0.0119837,0.143635,,,1.288,6077,0.0429776,3.25427,,,2,Transit
Kepler-245 d,Kepler-245,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-245,2014,0.0273861,0.270319,,,0.795,5100,0.214468,36.277108,,,3,Transit
HD 173416 b,HR 7043,http://simbad.harvard.edu/simbad/sim-id?Ident=HR+7043,2009,2.71808,,1.035,2,14.3919,4683,1.16272,323.6,0.21,139.47,1,RV
Kepler-104 c,Kepler-104,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-104,2014,0.0292202,0.27924,,,1.349,5711,0.161331,23.668205,,,2,Transit
Kepler-263 b,Kepler-263,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-263,2014,0.0218083,0.238201,,,0.785,5265,0.127191,16.568087,,,2,Transit
Kepler-278 c,Kepler-278,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-278,2014,0.0395346,0.320278,,,2.935,4991,0.269422,51.078775,,,2,Transit
HD 76700 b,HD 76700,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+76700,2003,0.232142,,0.745,1.129,1.2353,5668.45,0.0511051,3.97097,0.095,60.2773,1,RV
Kepler-366 b,Kepler-366,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-366,2014,0.0107805,0.130252,,,1.048,6209,0.043221,3.281959,,,2,Transit
HD 39091 b,HD 39091,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+39091,2002,10.088,,0.6,1.071,1.14999,5949.91,3.34651,2151,0.6405,18.315,1,RV
HD 7449 b,HD 7449,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+7449,2011,1.3131,,0.575,1.05,0.952526,6024,2.33982,1275,0.82,38.5208,1,RV
HD 149026 b,HD 149026,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+149026,2005,0.361471,0.654,0.611,1.294,1.368,6160,0.0431325,2.8758911,0,79.4281,1,RV
Kepler-186 b,Kepler-186,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-186,2014,0.00370062,0.0953739,,0.478,0.472,3788,0.0378277,3.8867907,0.04,151,5,Transit
Kepler-219 c,Kepler-219,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-219,2014,0.0392746,0.319386,,,1.491,5786,0.156968,22.714613,,,3,Transit
Kepler-361 c,Kepler-361,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-361,2014,0.0199023,0.224819,,,1.343,6169,0.283685,55.188023,,,2,Transit
Kepler-265 e,Kepler-265,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-265,2014,0.0207641,0.231064,,,1.103,5835,0.325506,67.831024,,,4,Transit
Qatar-2 b,Qatar-2,http://simbad.harvard.edu/simbad/sim-id?Ident=Qatar-2,2012,2.48409,1.144,0.7,0.74,0.713,4645,0.0215077,1.3371182,0,,1,Transit
Kepler-293 b,Kepler-293,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-293,2014,0.0281036,0.273887,,,0.957,5804,0.140591,19.254196,,,2,Transit
Kepler-166 b,Kepler-166,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-166,2014,0.0171819,0.202516,,,0.742,5413,0.0759843,7.650254,,,2,Transit
HD 216437 b,HD 216437,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+216437,2002,2.16817,,0.66,1.117,1.36865,5848.71,2.48556,1353,0.319,26.7451,1,RV
HAT-P-49 b,HD 340099,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+340099,2014,1.72959,1.413,0.41,1.543,1.833,6820,0.0437742,2.691548,0,,1,Transit
Kepler-367 c,Kepler-367,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-367,2014,0.00554835,0.107057,,,0.695,4710,0.278143,53.578637,,,2,Transit
Kepler-313 b,Kepler-313,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-313,2014,0.0200225,0.225711,,,1.536,5727,0.118876,14.970418,,,2,Transit
Kepler-150 c,Kepler-150,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-150,2014,0.0422294,0.3292,,,0.939,5560,0.0741975,7.381998,,,4,Transit
HAT-P-7 b,HAT-P-7,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-7,2008,1.7916,1.363,0.44,1.5,1.981,6389,0.037964,2.204737,0,320,1,Transit
Kepler-316 c,Kepler-316,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-316,2014,0.00493175,0.103488,,,0.52,4204,0.0704356,6.827766,,,2,Transit
HD 49674 b,HD 49674,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+49674,2003,0.101571,,0.729,1.015,0.889525,5662.28,0.0571073,4.94737,0.087,44.2282,1,RV
HD 82943 b,HD 82943,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+82943,2004,1.68512,,0.623,1.133,1.09738,5997.1,1.1851,442.4,0.203,27.4725,2,RV
Kepler-342 c,Kepler-342,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-342,2014,0.014454,0.174859,,,1.472,6175,0.17279,26.234138,,,3,Transit
WASP-38 b,HD 146389,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+146389,2011,2.70901,1.09,0.476,1.23,1.35,6180,0.0758454,6.87188,0.028,110,1,Transit
WASP-69 b,BD-05 5432,http://simbad.harvard.edu/simbad/sim-id?Ident=BD-05+5432,2014,0.259543,1.057,1.06,0.826,0.813,4700,0.0452527,3.8681382,0,50,1,Transit
Kepler-139 c,Kepler-139,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-139,2014,0.0344212,0.301543,,,1.3,5594,0.569736,157.072878,,,2,Transit
HD 77338 b,HD 77338,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+77338,2013,0.0498139,,0.88,0.93,0.88,5370,0.0612143,5.7361,0.09,40.7498,1,RV
Kepler-29 c,Kepler-29,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-29,2011,0.0251535,0.25849,,1,0.96,5750,0.109809,13.2907,0,,2,Transit
Kepler-444 c,BD+41 3306,http://simbad.harvard.edu/simbad/sim-id?Ident=BD%2B41+3306,2010,0.000273258,0.0453,,0.758,0.752,5046,0.0489676,4.5458841,0.31,35.7,5,Transit
HD 220773 b,HD 220773,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+220773,2012,1.44975,,0.66,1.16,1.35144,5940,4.94302,3724.7,0.51,50.8906,1,RV
WASP-6 b,WASP-6,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-6,2009,0.52136,1.224,0.99,0.93,0.87,5450,0.0428704,3.361006,0.054,,1,Transit
HD 7924 d,HD 7924,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+7924,2015,0.0203801,,0.826,0.832,0.7821,5177,0.155066,24.451,0.21,16.8095,3,RV
Kepler-206 c,Kepler-206,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-206,2014,0.0130508,0.157909,,,1.185,5764,0.108963,13.137471,,,3,Transit
Kepler-169 c,Kepler-169,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-169,2014,0.0057099,0.107949,,,0.763,4997,0.066017,6.195469,,,5,Transit
HD 159868 c,HD 159868,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+159868,2012,0.73,,0.72,1.16,1.84825,5558,1.02595,352.3,0.15,58.6854,2,RV
HD 137388 b,HD 137388,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+137388,2011,0.227816,,0.891,0.86,0.97784,5240,0.88883,330,0.36,38.4468,1,RV
Kepler-196 b,Kepler-196,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-196,2014,0.0139923,0.169507,,,0.782,5128,0.147733,20.739886,,,2,Transit
Kepler-352 b,Kepler-352,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-352,2014,0.00170474,0.0767241,,,0.781,5212,0.0911742,10.05537,,,2,Transit
Kepler-329 b,Kepler-329,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-329,2014,0.00937625,0.1249,,,0.523,4257,0.0744278,7.416397,,,2,Transit
Kepler-179 b,Kepler-179,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-179,2014,0.0121773,0.146311,,,0.759,5302,0.0382833,2.735926,,,2,Transit
Kepler-176 b,Kepler-176,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-176,2014,0.0100631,0.127576,,,0.891,5232,0.0604835,5.433074,,,3,Transit
WASP-104 b,USNO-B1.0 0974-00234922,http://simbad.harvard.edu/simbad/sim-id?Ident=USNO-B1.0+0974-00234922,2014,1.272,1.137,,1.076,0.963,5475,0.0291939,1.7554137,0,143,1,Transit
WASP-83 b,,,2015,0.3,1.04,,1.11,1.05,5480,0.0590285,4.971252,0,300,1,Transit
Kepler-310 c,Kepler-310,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-310,2014,0.0344212,0.301543,,,0.876,5797,0.28808,56.47542,,,3,Transit
Kepler-339 b,Kepler-339,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-339,2014,0.00983076,0.126684,,,0.802,5631,0.0570545,4.977656,,,3,Transit
Kepler-124 d,Kepler-124,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-124,2014,0.00422638,0.0990276,,,0.636,4984,0.192925,30.950851,,,3,Transit
Kepler-52 c,Kepler-52,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-52,2011,0.0135364,0.164007,,0.54,0.52,4075,0.10281,16.3850021,,,3,Transit
WASP-99 b,WASP-99,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-99,2013,2.78,1.1,,1.48,1.76,6150,0.0716458,5.75251,0,,1,Transit
HD 100777 b,HD 100777,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+100777,2007,1.16502,,0.76,1,1.07881,5582,1.03378,383.70001,0.36,49.6032,1,RV
HAT-P-5 b,HAT-P-5,http://simbad.harvard.edu/simbad/sim-id?Ident=HAT-P-5,2007,1.05561,1.254,0.97,1.157,1.165,5960,0.0407152,2.788491,0,341.297,1,Transit
Kepler-125 b,Kepler-125,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-125,2014,0.0182069,0.211437,,,0.512,3810,0.0506571,4.164389,,,2,Transit
Kepler-193 b,Kepler-193,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-193,2014,0.0184218,0.213222,,,1.147,6335,0.0990643,11.38848,,,2,Transit
HD 222582 b,HD 222582,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+222582,2000,7.63003,,0.648,0.965,1.13737,5726.63,1.33658,572.38,0.725,41.7711,1,RV
Kepler-119 c,Kepler-119,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-119,2014,0.00216566,0.0820769,,,0.839,5595,0.050338,4.125103,,,2,Transit
Kepler-434 b,KOI-614,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-614,2010,2.86,1.13,,1.198,1.38,5970,0.114265,12.8747099,0.131,1240,1,Transit
Kepler-16 b,Kepler-16,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-16,2011,0.333,0.7538,,0.6897,0.6489,4450,0.646795,228.776,0.0069,61.3181,1,Transit
Kepler-32 d,Kepler-32,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-32,2011,0.0221838,0.240663,,0.54,0.53,3793,0.128069,22.7802,0,303,5,Transit
Kepler-58 c,Kepler-58,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-58,2013,0.0245229,0.254925,,0.95,1.03,5843,0.119982,15.5741568,,,3,Transit
WASP-33 b,HD 15082,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+15082,2006,0,1.497,0.09,1.495,1.444,7430,0.0255483,1.21986983,0,115.607,1,Transit
HD 128311 b,HD 128311,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+128311,2003,1.4572,,0.973,0.828,0.58322,4965.42,1.08649,454.2,0.345,16.5016,2,RV
HD 181433 d,HD 181433,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+181433,2009,0.535482,,1.01,0.78,1.00831,4962,3.02208,2172,0.48,26.7594,3,RV
TrES-1 b,TrES-1,http://simbad.harvard.edu/simbad/sim-id?Ident=TrES-1,2004,0.752484,1.067,0.78,0.878,0.807,5230,0.0392516,3.030065,0,152.207,1,Transit
HD 4208 b,HD 4208,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+4208,2002,0.807457,,0.664,0.879,0.876501,5600.17,1.65355,828,0.052,32.3729,1,RV
Kepler-62 e,Kepler-62,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-62,2011,0,0.143507,0.599999,0.69,0.64,4925,0.426299,122.3874,0.13,368,5,Transit
Kepler-120 b,Kepler-120,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-120,2014,0.0160511,0.19181,,,0.534,4096,0.0668458,6.312501,,,2,Transit
HD 5388 b,HD 5388,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+5388,2010,1.96509,,0.5,1.21,1.29538,6297,1.76349,777,0.4,53.7057,1,RV
CoRoT-10 b,CoRoT-Exo-10b,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-10b,2010,2.75536,0.97,1.46,0.89,0.79,5075,0.105463,13.2406,0.53,344.947,1,Transit
11 UMi b,11 UMi,http://simbad.harvard.edu/simbad/sim-id?Ident=11+UMi,2009,11.0873,,1.391,1.8,44.65,4340,1.53498,516.22,0.08,122.1,1,RV
Kepler-286 d,Kepler-286,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-286,2014,0.00789025,0.118655,,,0.863,5580,0.0640044,5.914323,,,4,Transit
